taxonomy_degree	taxonomy	tax_study
family	Syntrophobacteraceae	root:Engineered:9|root:Environmental:121|root:Host-associated:9
family	Syntrophomonadaceae	root:Engineered:64|root:Environmental:8
family	Syntrophorhabdaceae	root:Engineered:6|root:Environmental:2|root:Host-associated:1
family	TMEG	root:Engineered:1|root:Environmental:4
family	TSCOR003-O20	root:Engineered:2
family	TTA B6	root:Engineered:4
family	Taeniidae	root:Environmental:3
family	Tannerellaceae	root:Engineered:1|root:Environmental:2|root:Host-associated:122
family	Taphrinaceae	root:Host-associated:3
family	Tedaniidae	root:Host-associated:1
family	Tellinidae	root:Environmental:2
family	Temoridae	root:Environmental:34|root:Host-associated:1
family	Teratosphaeriaceae	root:Environmental:1|root:Host-associated:1
family	Terebellidae	root:Environmental:1
family	Teredinidae	root:Host-associated:1
family	Termitidae	root:Host-associated:1
family	Tetillidae	root:Host-associated:1
family	Thalassiosiraceae	root:Environmental:57|root:Mixed:1
family	Thaumastodermatidae	root:Environmental:1
family	Thaumatomastigidae	root:Environmental:13|root:Host-associated:1
family	Thelebolaceae	root:Environmental:1
family	Thelephoraceae	root:Environmental:1|root:Host-associated:3
family	Theridiidae	root:Environmental:1
family	Thermaceae	root:Engineered:34|root:Environmental:52|root:Host-associated:2|root:Mixed:1
family	Thermoactinomycetaceae	root:Engineered:3|root:Environmental:2
family	Thermoanaerobacteraceae	root:Engineered:26|root:Environmental:8
family	Thermoanaerobacterales Family III. Incertae Sedis	root:Engineered:6|root:Environmental:7
family	Thermoanaerobacterales Family IV. Incertae Sedis	root:Engineered:2
family	ThermoanaerobacteralesFamilyIII.IncertaeSedis	root:Engineered:1
family	Thermoanaerobaculaceae	root:Environmental:1
family	Thermobaculaceae	root:Environmental:1
family	Thermococcaceae	root:Engineered:1|root:Environmental:9
family	Thermodesulfobacteriaceae	root:Engineered:1|root:Environmental:15
family	Thermodesulfobiaceae	root:Engineered:10|root:Environmental:2
family	Thermodesulfovibrionaceae	root:Environmental:3
family	Thermofilaceae	root:Environmental:9
family	Thermoflexaceae	root:Environmental:11
family	Thermogemmatisporaceae	root:Environmental:15|root:Mixed:1
family	Thermoleophilaceae	root:Engineered:7
family	Thermomicrobiaceae	root:Engineered:25|root:Environmental:4|root:Host-associated:1
family	Thermomonosporaceae	root:Engineered:11|root:Environmental:2|root:Host-associated:3
family	Thermoplasmataceae	root:Engineered:1|root:Environmental:4
family	Thermoproteaceae	root:Engineered:1|root:Environmental:18
family	Thermosporotrichaceae	root:Host-associated:1
family	Thermotogaceae	root:Engineered:22|root:Environmental:16
family	Thermovirgaceae	root:Engineered:1|root:Environmental:1
family	Thioalkalispiraceae	root:Environmental:15
family	Thiobacillaceae	root:Engineered:7|root:Environmental:29
family	Thiobacteraceae	root:Engineered:1
family	Thiohalorhabdaceae	root:Environmental:2|root:Host-associated:1
family	Thiotrichaceae	root:Engineered:13|root:Environmental:76|root:Host-associated:15|root:Mixed:1
family	Thoracosphaeraceae	root:Environmental:3
family	Thoracostomopsidae	root:Environmental:2
family	Thorselliaceae	root:Host-associated:1
family	Thraustochytriaceae	root:Environmental:12
family	Tilletiaceae	root:Host-associated:2
family	Tintinnidae	root:Environmental:8
family	Tipulidae	root:Environmental:1
family	Tissierellaceae	root:Engineered:4|root:Environmental:2|root:Host-associated:1
family	Tolypothrichaceae	root:Environmental:1
family	Tomopteridae	root:Environmental:2
family	Tontoniidae	root:Environmental:17
family	Torpedosporaceae	root:Environmental:1
family	Tovelliaceae	root:Environmental:6
family	Trachelocercidae	root:Environmental:2
family	Trebouxiaceae	root:Host-associated:1
family	Tremblayaceae	root:Host-associated:1
family	Trhypochthoniidae	root:Host-associated:1
family	Trichodinidae	root:Environmental:1
family	Tricholomataceae	root:Environmental:2|root:Host-associated:6
family	Trichosporonaceae	root:Environmental:2
family	Trigonostomidae	root:Environmental:1
family	Trimorphomycetaceae	root:Environmental:1
family	Triparmaceae	root:Environmental:2
family	Tripedaliidae	root:Mixed:1
family	Tripyloididae	root:Environmental:1
family	Trueperaceae	root:Engineered:4|root:Environmental:7|root:Host-associated:1|root:Mixed:1
family	Trypanosomatidae	root:Engineered:1|root:Environmental:1
family	Tsukamurellaceae	root:Host-associated:3
family	Tubificidae	root:Environmental:2
family	Tubulariidae	root:Environmental:1
family	Tubuliporidae	root:Host-associated:1
family	Turbanellidae	root:Environmental:2
family	Turicibacteraceae	root:Engineered:1|root:Host-associated:11
family	Typhloplanidae	root:Environmental:1
family	Ulvaceae	root:Environmental:1
family	Ulvellaceae	root:Environmental:2
family	Umbelopsidaceae	root:Environmental:3
family	Umbilicariaceae	root:Host-associated:2
family	Undellidae	root:Environmental:1
family	Uronematidae	root:Environmental:2
family	Uronychiidae	root:Environmental:1
family	Ustilaginaceae	root:Engineered:1|root:Environmental:6|root:Host-associated:8
family	Uvigerinidae	root:Environmental:1
family	VC21 Bac22	root:Environmental:1
family	Vaginicolidae	root:Environmental:2
family	Vampyrellidae	root:Environmental:1
family	Vannellidae	root:Environmental:7
family	Veillonellaceae	root:Engineered:26|root:Environmental:25|root:Host-associated:418|root:Mixed:4
family	Veneridae	root:Environmental:1
family	Venturiaceae	root:Environmental:1
family	Verrucariaceae	root:Environmental:2
family	Verrucomicrobia subdivision 3	root:Engineered:1|root:Environmental:8
family	Verrucomicrobia subdivision 6	root:Environmental:3
family	Verrucomicrobiaceae	root:Control:1|root:Engineered:16|root:Environmental:98|root:Host-associated:51|root:Mixed:2
family	Vibrionaceae	root:Engineered:18|root:Environmental:116|root:Host-associated:42|root:Mixed:2
family	Victivallaceae	root:Environmental:2|root:Host-associated:4
family	Vorticellidae	root:Environmental:2
family	Vulgatibacteraceae	root:Engineered:1
family	W4	root:Engineered:1
family	WCHD3-02	root:Environmental:3|root:Host-associated:1
family	WSA2	root:Engineered:3|root:Environmental:3
family	Waddliaceae	root:Environmental:1
family	Warnowiaceae	root:Environmental:1
family	Wenzhouxiangellaceae	root:Environmental:4
family	Williamsiaceae	root:Environmental:4
family	Woeseiaceae	root:Engineered:4|root:Environmental:168|root:Host-associated:18|root:Mixed:4
family	Xanthobacteraceae	root:Engineered:3|root:Environmental:61|root:Host-associated:7|root:Mixed:2
family	Xanthomonadaceae	root:Engineered:102|root:Environmental:218|root:Host-associated:98|root:Mixed:2
family	Xenococcaceae	root:Environmental:7|root:Host-associated:1
family	Xyalidae	root:Environmental:4
family	Xystonellidae	root:Environmental:4
family	Yersiniaceae	root:Engineered:2|root:Environmental:8|root:Host-associated:8|root:Mixed:1
family	Zoogloeaceae	root:Engineered:35|root:Environmental:9
family	Zosteraceae	root:Environmental:4
family	[Acidaminobacteraceae]	root:Engineered:2|root:Environmental:3
family	[Aciduliprofundaceae]	root:Environmental:1
family	[Balneolaceae]	root:Engineered:3|root:Environmental:12|root:Host-associated:1
family	[Barnesiellaceae]	root:Host-associated:12
family	[Cerasicoccaceae]	root:Engineered:1|root:Environmental:7|root:Host-associated:1
family	[Chlorothrixaceae]	root:Environmental:2
family	[Chromatiaceae]	root:Engineered:2|root:Environmental:9|root:Host-associated:1
family	[Chthoniobacteraceae]	root:Engineered:2|root:Environmental:77|root:Host-associated:6
family	[Cloacamonaceae]	root:Engineered:14|root:Environmental:2|root:Host-associated:1
family	[Coprobacillaceae]	root:Host-associated:10
family	[Entotheonellaceae]	root:Environmental:5|root:Host-associated:3
family	[Exiguobacteraceae]	root:Engineered:6|root:Environmental:2
family	[Fimbriimonadaceae]	root:Environmental:1
family	[Kouleothrixaceae]	root:Environmental:1|root:Host-associated:1
family	[Leptospirillaceae]	root:Engineered:1|root:Environmental:1|root:Host-associated:1
family	[Marinicellaceae]	root:Engineered:2|root:Environmental:21|root:Host-associated:2
family	[Methanomassiliicoccaceae]	root:Engineered:6|root:Environmental:10|root:Host-associated:6
family	[Mogibacteriaceae]	root:Engineered:1|root:Environmental:2|root:Host-associated:13
family	[Nanoarchaeotaceae]	root:Engineered:1|root:Environmental:1
family	[Odoribacteraceae]	root:Host-associated:23
family	[Paraprevotellaceae]	root:Engineered:3|root:Environmental:1|root:Host-associated:68
family	[Pedosphaeraceae]	root:Environmental:1
family	[Roseiflexaceae]	root:Environmental:1
family	[Thermodesulfovibrionaceae]	root:Engineered:1|root:Environmental:19|root:Host-associated:1
family	[Tissierellaceae]	root:Engineered:26|root:Environmental:13|root:Host-associated:23
family	[Weeksellaceae]	root:Engineered:25|root:Environmental:9|root:Host-associated:11
family	auto67 4W	root:Engineered:1|root:Environmental:9|root:Host-associated:3
family	koll13	root:Environmental:8|root:Host-associated:1
family	kpj58rc	root:Environmental:1
family	mb2424	root:Engineered:1|root:Environmental:15|root:Host-associated:3
family	mitochondria	root:Engineered:13|root:Environmental:32|root:Host-associated:33
family	pMC1	root:Environmental:3
family	wb1 P06	root:Environmental:2|root:Host-associated:1
genus	02d06	root:Engineered:15|root:Environmental:4|root:Host-associated:25
genus	1-68	root:Engineered:1|root:Host-associated:2
genus	209ZB06	root:Environmental:6
genus	4-29	root:Environmental:2
genus	5-7N15	root:Engineered:1|root:Environmental:3|root:Host-associated:2
genus	A17	root:Engineered:1
genus	A55 D21	root:Environmental:1
genus	AF12	root:Host-associated:4
genus	AUTHM297	root:Engineered:1
genus	Abiotrophia	root:Environmental:2|root:Host-associated:7
genus	Abrothrix	root:Environmental:2|root:Host-associated:1
genus	Acanthamoeba	root:Engineered:1|root:Environmental:9|root:Host-associated:1
genus	Acanthocolla	root:Environmental:1
genus	Acanthogorgia	root:Environmental:1
genus	Acanthometra	root:Environmental:1
genus	Acanthopleuribacter	root:Engineered:1
genus	Acarothrix	root:Environmental:1
genus	Acartia	root:Environmental:14
genus	Acaryochloris	root:Engineered:2|root:Environmental:3|root:Host-associated:3
genus	Acetatifactor	root:Host-associated:2
genus	Acetitomaculum	root:Host-associated:8
genus	Acetivibrio	root:Engineered:2|root:Environmental:3
genus	Acetoanaerobium	root:Engineered:1|root:Environmental:1
genus	Acetobacter	root:Engineered:7|root:Host-associated:6
genus	Acetobacterium	root:Engineered:2|root:Environmental:3
genus	Acetobacteroides	root:Engineered:1|root:Environmental:1
genus	Acetomicrobium	root:Engineered:31|root:Environmental:1
genus	Acholeplasma	root:Engineered:8|root:Environmental:18
genus	Achromatium	root:Environmental:1
genus	Achromobacter	root:Engineered:6|root:Environmental:12|root:Host-associated:7
genus	Acidaminobacter	root:Environmental:2|root:Host-associated:1
genus	Acidaminococcus	root:Engineered:2|root:Environmental:1|root:Host-associated:4
genus	Acidianus	root:Environmental:3
genus	Acidibacter	root:Environmental:46|root:Host-associated:12|root:Mixed:3
genus	Acidicaldus	root:Environmental:1|root:Host-associated:1
genus	Acidihalobacter	root:Host-associated:1
genus	Acidilobus	root:Environmental:4
genus	Acidimicrobium	root:Environmental:2
genus	Acidiphilium	root:Engineered:4|root:Environmental:11
genus	Acidipila	root:Environmental:2
genus	Acidipropionibacterium	root:Engineered:2
genus	Acidisoma	root:Environmental:1|root:Host-associated:1
genus	Acidisphaera	root:Environmental:1
genus	Aciditerrimonas	root:Engineered:2|root:Environmental:3
genus	Acidithiobacillus	root:Engineered:6|root:Environmental:14|root:Host-associated:2
genus	Acidithrix	root:Environmental:2
genus	Acidobacterium	root:Environmental:3
genus	Acidocella	root:Engineered:3|root:Environmental:3|root:Host-associated:3
genus	Acidomonas	root:Engineered:1
genus	Acidothermus	root:Environmental:38|root:Host-associated:5|root:Mixed:1
genus	Acidovorax	root:Engineered:7|root:Environmental:11|root:Host-associated:2
genus	Aciduliprofundum	root:Environmental:3
genus	Acineta	root:Environmental:1
genus	Acinetobacter	root:Engineered:83|root:Environmental:160|root:Host-associated:105|root:Mixed:13
genus	Acremonium	root:Environmental:1
genus	Acrobeloides	root:Host-associated:4
genus	Acrochaetium	root:Host-associated:1
genus	Acropora	root:Environmental:3|root:Host-associated:7
genus	Acrosphaera	root:Environmental:1
genus	Acrostichum	root:Environmental:1
genus	Actibacter	root:Environmental:5
genus	Actibacterium	root:Environmental:5
genus	Actinobacillus	root:Host-associated:12
genus	Actinocorallia	root:Environmental:1
genus	Actinocyclus	root:Environmental:1
genus	Actinomadura	root:Engineered:2|root:Environmental:11|root:Host-associated:3
genus	Actinomma	root:Environmental:2
genus	Actinomyces	root:Engineered:5|root:Environmental:6|root:Host-associated:133
genus	Actinomycetospora	root:Environmental:1|root:Host-associated:1
genus	Actinoplanes	root:Environmental:2|root:Host-associated:1
genus	Actinospica	root:Host-associated:1
genus	Actinotalea	root:Environmental:1
genus	Acuticoccus	root:Environmental:1
genus	Acutodesmus	root:Engineered:1|root:Environmental:1|root:Host-associated:2
genus	Adhaeribacter	root:Environmental:12|root:Host-associated:2|root:Mixed:1
genus	Adineta	root:Engineered:4|root:Environmental:4
genus	Adlercreutzia	root:Engineered:1|root:Environmental:1|root:Host-associated:2
genus	Adriamonas	root:Environmental:1
genus	Aegagropila	root:Host-associated:6
genus	Aegilops	root:Host-associated:1
genus	Aequorivita	root:Engineered:2|root:Environmental:1
genus	Aeribacillus	root:Engineered:8|root:Environmental:1
genus	Aerococcus	root:Engineered:5|root:Environmental:2|root:Host-associated:6
genus	Aeromicrobium	root:Engineered:1|root:Environmental:8|root:Host-associated:3
genus	Aeromonas	root:Engineered:19|root:Environmental:15|root:Host-associated:6|root:Mixed:1
genus	Aeropyrum	root:Environmental:1
genus	Aestuariicella	root:Environmental:3
genus	Aestuariispira	root:Environmental:1
genus	Aetherobacter	root:Environmental:6|root:Host-associated:1
genus	Afifella	root:Engineered:1|root:Environmental:5|root:Host-associated:1
genus	Afipia	root:Environmental:1
genus	Agathobacter	root:Host-associated:16
genus	Agelas	root:Environmental:2
genus	Aggregatibacter	root:Host-associated:7
genus	Agrobacterium	root:Engineered:2|root:Environmental:8|root:Host-associated:10
genus	Agrococcus	root:Environmental:6
genus	Agrocybe	root:Host-associated:1
genus	Agromyces	root:Environmental:4|root:Host-associated:1
genus	Ahrensia	root:Host-associated:2
genus	Aidanosagitta	root:Environmental:3
genus	Akashiwo	root:Environmental:1
genus	Akkermansia	root:Engineered:4|root:Environmental:7|root:Host-associated:114|root:Mixed:1
genus	Alaimus	root:Environmental:1
genus	Albidovulum	root:Environmental:4|root:Host-associated:7|root:Mixed:2
genus	Albimonas	root:Environmental:3|root:Host-associated:1
genus	Alcaligenes	root:Engineered:3|root:Environmental:6|root:Host-associated:4
genus	Alcanivorax	root:Engineered:2|root:Environmental:122|root:Host-associated:3
genus	Alexandrium	root:Environmental:18
genus	Algibacter	root:Environmental:2
genus	Algicola	root:Environmental:1
genus	Algiphilus	root:Environmental:1
genus	Algisphaera	root:Environmental:2
genus	Algitalea	root:Host-associated:2
genus	Algoriphagus	root:Engineered:2|root:Environmental:60|root:Host-associated:3
genus	Alicycliphilus	root:Engineered:3
genus	Alicyclobacillus	root:Engineered:1|root:Environmental:19|root:Host-associated:4|root:Mixed:1
